Rooms,Type,Price,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
3,h,850000,12.4,1,2,604,,,Hume City Council,Northern Metropolitan,5070
3,h,760500,12.4,,,,,,Hume City Council,Northern Metropolitan,5070
4,h,752500,12.4,1,2,0,135,1950,Hume City Council,Northern Metropolitan,5070
3,h,650000,12.4,1,3,602,97,1950,Hume City Council,Northern Metropolitan,5070
3,h,538000,12.4,1,4,789,,,Hume City Council,Northern Metropolitan,5070
4,h,750000,12.4,2,1,613,219,1970,Hume City Council,Northern Metropolitan,5070
3,h,,12.4,1,2,629,,,Hume City Council,Northern Metropolitan,5070
3,h,650000,12.4,1,1,725,,,Hume City Council,Northern Metropolitan,5070
3,h,622000,12.4,,,,,,Hume City Council,Northern Metropolitan,5070
3,h,,12.4,1,1,624,157,1960,Hume City Council,Northern Metropolitan,5070
4,h,771000,12.4,2,2,647,,,Hume City Council,Northern Metropolitan,5070
3,h,400000,12.4,1,1,285,,,Hume City Council,Northern Metropolitan,5070
3,h,527000,12.4,1,1,609,103,1960,Hume City Council,Northern Metropolitan,5070
3,t,538000,12.4,2,2,217,,,Hume City Council,Northern Metropolitan,5070
3,h,860000,12.4,1,4,1075,,,Hume City Council,Northern Metropolitan,5070
3,h,515000,12.4,1,1,599,107,1960,Hume City Council,Northern Metropolitan,5070
3,h,,12.4,1,3,639,,,Hume City Council,Northern Metropolitan,5070
3,h,,12.4,,,,,,Hume City Council,Northern Metropolitan,5070
3,h,,12.4,2,1,291,109,1960,Hume City Council,Northern Metropolitan,5070
3,h,617000,12.4,1,1,540,114,1960,Hume City Council,Northern Metropolitan,5070
3,h,550000,12.4,1,1,583,,,Hume City Council,Northern Metropolitan,5070
4,u,540000,12.4,2,3,209,120,1960,Hume City Council,Northern Metropolitan,5070
3,t,,12.4,2,2,279,,,Hume City Council,Northern Metropolitan,5070
3,h,643000,12.4,1,2,701,,,Hume City Council,Northern Metropolitan,5070
3,h,631000,12.4,2,2,297,133,2012,Hume City Council,Northern Metropolitan,5070
3,h,782000,12.4,1,2,628,,,Hume City Council,Northern Metropolitan,5070
3,h,640000,12.4,1,4,533,135,1965,Hume City Council,Northern Metropolitan,5070
3,u,470000,12.4,0,0,261,,,Hume City Council,Northern Metropolitan,5070
4,h,700500,12.4,2,2,467,,1997,Hume City Council,Northern Metropolitan,5070
3,h,532000,12.4,1,1,614,,,Hume City Council,Northern Metropolitan,5070
2,h,575000,12.4,1,2,621,109,1960,Hume City Council,Northern Metropolitan,5070
2,u,,12.4,,,,,,Hume City Council,Northern Metropolitan,5070
3,h,,12.4,1,3,619,,,Hume City Council,Northern Metropolitan,5070
4,h,562000,12.4,2,2,374,136,2005,Hume City Council,Northern Metropolitan,5070
3,h,620000,12.4,1,2,604,190,1970,Hume City Council,Northern Metropolitan,5070
4,h,655000,12.4,1,3,664,,,Hume City Council,Northern Metropolitan,5070
3,h,,12.4,1,1,581,110,1960,Hume City Council,Northern Metropolitan,5070
2,h,,12.4,1,2,248,2,,Hume City Council,Northern Metropolitan,5070
3,h,652500,12.4,1,1,592,113,1960,Hume City Council,Northern Metropolitan,5070
4,h,1010000,12.4,2,2,607,338,2015,Hume City Council,Northern Metropolitan,5070
3,h,480000,12.4,2,2,305,,,Hume City Council,Northern Metropolitan,5070
3,h,,12.4,1,1,583,122,1960,Hume City Council,Northern Metropolitan,5070
3,t,492000,12.4,1,1,208,107,2011,Hume City Council,Northern Metropolitan,5070
4,h,626000,12.4,,,,,,Hume City Council,Northern Metropolitan,5070
3,u,422500,12.4,2,1,195,91,2000,Hume City Council,Northern Metropolitan,5070
4,h,,12.4,1,3,604,128,1980,Hume City Council,Northern Metropolitan,5070
2,h,1550000,7.5,1,2,432,,,Boroondara City Council,Southern Metropolitan,6482
2,u,,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,1,1,0,,,Boroondara City Council,Southern Metropolitan,6482
3,h,2151000,7.5,1,2,780,,,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,1,1,246,128,1890,Boroondara City Council,Southern Metropolitan,6482
2,h,1140000,7.5,1,0,230,,,Boroondara City Council,Southern Metropolitan,6482
2,u,420000,7.5,1,1,0,,1970,Boroondara City Council,Southern Metropolitan,6482
3,t,1220000,7.5,2,2,166,,1980,Boroondara City Council,Southern Metropolitan,6482
1,u,,7.5,1,1,2705,,2011,Boroondara City Council,Southern Metropolitan,6482
3,h,2875000,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
5,h,,7.5,4,4,878,360,1935,Boroondara City Council,Southern Metropolitan,6482
2,h,3350000,7.5,1,2,826,,,Boroondara City Council,Southern Metropolitan,6482
2,u,665500,7.5,1,2,945,,,Boroondara City Council,Southern Metropolitan,6482
3,h,1865000,7.5,2,2,431,120,1950,Boroondara City Council,Southern Metropolitan,6482
4,h,,7.5,2,1,259,150,1900,Boroondara City Council,Southern Metropolitan,6482
3,t,1500000,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
3,u,875000,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
5,h,1700000,7.5,3,2,431,203,1920,Boroondara City Council,Southern Metropolitan,6482
2,h,,7.5,1,1,133,115,2006,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,2,1,671,234,1990,Boroondara City Council,Southern Metropolitan,6482
3,h,1650000,7.5,2,2,302,,,Boroondara City Council,Southern Metropolitan,6482
4,h,,7.5,2,2,410,209,1900,Boroondara City Council,Southern Metropolitan,6482
3,h,1615000,7.5,3,4,459,,,Boroondara City Council,Southern Metropolitan,6482
2,u,,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,2,1,544,199,1890,Boroondara City Council,Southern Metropolitan,6482
4,h,,7.5,3,2,1115,,,Boroondara City Council,Southern Metropolitan,6482
3,h,1600000,7.5,2,2,200,,,Boroondara City Council,Southern Metropolitan,6482
3,h,1450000,7.5,2,2,466,176,1915,Boroondara City Council,Southern Metropolitan,6482
6,h,,7.5,4,4,700,387,1940,Boroondara City Council,Southern Metropolitan,6482
2,u,490000,7.5,1,1,0,,,Boroondara City Council,Southern Metropolitan,6482
2,h,,7.5,1,1,248,,1930,Boroondara City Council,Southern Metropolitan,6482
3,h,1410000,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
3,t,1110000,7.5,2,2,94,169,2005,Boroondara City Council,Southern Metropolitan,6482
4,t,1425000,7.5,2,2,154,,1998,Boroondara City Council,Southern Metropolitan,6482
5,h,,7.5,3,2,628,331,2005,Boroondara City Council,Southern Metropolitan,6482
4,h,3100000,7.5,2,2,640,232,1907,Boroondara City Council,Southern Metropolitan,6482
2,h,,7.5,1,0,273,107,1890,Boroondara City Council,Southern Metropolitan,6482
2,u,555000,7.5,1,1,0,69,1970,Boroondara City Council,Southern Metropolitan,6482
2,u,887000,7.5,2,2,0,,2001,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,1,1,249,120,1910,Boroondara City Council,Southern Metropolitan,6482
3,h,1700000,7.5,2,1,646,228,1980,Boroondara City Council,Southern Metropolitan,6482
1,u,,7.5,1,1,1786,,,Boroondara City Council,Southern Metropolitan,6482
2,h,1585000,7.5,1,2,390,102,1935,Boroondara City Council,Southern Metropolitan,6482
3,u,935000,7.5,2,1,144,107,1975,Boroondara City Council,Southern Metropolitan,6482
2,u,460000,7.5,1,1,0,55,1967,Boroondara City Council,Southern Metropolitan,6482
4,h,3050000,7.5,3,1,710,,,Boroondara City Council,Southern Metropolitan,6482
3,h,1460000,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
1,u,365000,7.5,1,0,2274,,,Boroondara City Council,Southern Metropolitan,6482
2,u,550000,7.5,1,1,0,,,Boroondara City Council,Southern Metropolitan,6482
4,h,2800000,7.5,1,2,764,171,1940,Boroondara City Council,Southern Metropolitan,6482
1,u,320000,7.5,1,1,0,,1965,Boroondara City Council,Southern Metropolitan,6482
3,t,,7.5,2,2,887,142,1990,Boroondara City Council,Southern Metropolitan,6482
2,u,573000,7.5,1,1,0,60,1970,Boroondara City Council,Southern Metropolitan,6482
1,u,,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
2,u,820000,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
3,u,,7.5,1,2,0,109,1973,Boroondara City Council,Southern Metropolitan,6482
2,u,680000,7.5,1,1,0,110,1945,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,2,1,259,,,Boroondara City Council,Southern Metropolitan,6482
3,t,1170000,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
5,h,2250000,7.5,2,2,452,319,1902,Boroondara City Council,Southern Metropolitan,6482
2,u,670000,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,1,1,505,146,1950,Boroondara City Council,Southern Metropolitan,6482
4,h,2381000,7.5,2,2,457,166,1900,Boroondara City Council,Southern Metropolitan,6482
4,t,1738000,7.5,3,2,324,241,2002,Boroondara City Council,Southern Metropolitan,6482
2,h,1582000,7.5,2,2,358,,,Boroondara City Council,Southern Metropolitan,6482
2,u,,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
3,u,735000,7.5,1,1,0,95,1970,Boroondara City Council,Southern Metropolitan,6482
4,h,2920000,7.5,3,3,726,,,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,2,2,336,159,1920,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,1,2,339,,,Boroondara City Council,Southern Metropolitan,6482
4,h,1920000,7.5,2,2,749,,,Boroondara City Council,Southern Metropolitan,6482
3,h,1420000,7.5,1,2,362,130,1910,Boroondara City Council,Southern Metropolitan,6482
2,u,400000,7.5,1,1,0,60,1965,Boroondara City Council,Southern Metropolitan,6482
3,t,1790000,7.5,2,2,0,,,Boroondara City Council,Southern Metropolitan,6482
3,h,2100000,7.5,1,2,664,,1930,Boroondara City Council,Southern Metropolitan,6482
2,u,,7.5,1,2,662,,,Boroondara City Council,Southern Metropolitan,6482
2,h,1335000,7.5,1,0,229,70,1900,Boroondara City Council,Southern Metropolitan,6482
3,h,1825000,7.5,2,2,431,120,1950,Boroondara City Council,Southern Metropolitan,6482
5,h,3210000,7.5,3,4,1011,,1905,Boroondara City Council,Southern Metropolitan,6482
2,u,840000,7.5,1,1,150,99,1969,Boroondara City Council,Southern Metropolitan,6482
2,u,705000,7.5,2,1,78,,2011,Boroondara City Council,Southern Metropolitan,6482
4,h,3310000,7.5,2,3,762,,,Boroondara City Council,Southern Metropolitan,6482
4,h,,7.5,2,2,700,,,Boroondara City Council,Southern Metropolitan,6482
4,h,,7.5,2,2,654,232,1980,Boroondara City Council,Southern Metropolitan,6482
5,h,3500000,7.5,2,2,1250,360,2000,Boroondara City Council,Southern Metropolitan,6482
2,u,444000,7.5,1,1,0,68,1970,Boroondara City Council,Southern Metropolitan,6482
3,h,1538000,7.5,1,2,287,,,Boroondara City Council,Southern Metropolitan,6482
3,h,1320000,7.5,2,1,213,162,1890,Boroondara City Council,Southern Metropolitan,6482
3,h,1890000,7.5,1,2,477,173,1880,Boroondara City Council,Southern Metropolitan,6482
3,t,1240000,7.5,2,2,155,,,Boroondara City Council,Southern Metropolitan,6482
5,h,,7.5,4,2,563,129,1970,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,2,2,733,205,1920,Boroondara City Council,Southern Metropolitan,6482
4,h,2450000,7.5,2,1,697,172,1905,Boroondara City Council,Southern Metropolitan,6482
3,t,1590000,7.5,2,2,289,181,2010,Boroondara City Council,Southern Metropolitan,6482
1,u,375000,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
4,h,,7.5,2,1,948,242,1969,Boroondara City Council,Southern Metropolitan,6482
4,h,2450000,7.5,3,2,523,316,1955,Boroondara City Council,Southern Metropolitan,6482
3,h,3020000,7.5,2,2,832,,,Boroondara City Council,Southern Metropolitan,6482
3,h,1625000,7.5,1,3,372,,,Boroondara City Council,Southern Metropolitan,6482
5,h,2775000,7.5,3,2,864,,,Boroondara City Council,Southern Metropolitan,6482
2,u,568000,7.5,1,1,0,,1960,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,2,2,304,171,2000,Boroondara City Council,Southern Metropolitan,6482
2,u,706000,7.5,1,1,172,90,1960,Boroondara City Council,Southern Metropolitan,6482
5,h,2500000,7.5,3,3,757,240,1925,Boroondara City Council,Southern Metropolitan,6482
4,h,2350000,7.5,2,2,556,220,1900,Boroondara City Council,Southern Metropolitan,6482
2,h,1385000,7.5,1,2,326,113,1940,Boroondara City Council,Southern Metropolitan,6482
2,u,655250,7.5,1,1,1153,69,1970,Boroondara City Council,Southern Metropolitan,6482
6,h,1666000,7.5,2,0,350,198,1900,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,2,2,229,,1900,Boroondara City Council,Southern Metropolitan,6482
1,u,430000,7.5,1,1,2276,58,1950,Boroondara City Council,Southern Metropolitan,6482
2,h,,7.5,1,2,283,,,Boroondara City Council,Southern Metropolitan,6482
4,h,,7.5,2,2,570,235,1920,Boroondara City Council,Southern Metropolitan,6482
2,u,,7.5,1,1,0,,,Boroondara City Council,Southern Metropolitan,6482
2,h,,7.5,1,1,478,,,Boroondara City Council,Southern Metropolitan,6482
2,u,835000,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
3,h,2040000,7.5,1,2,783,,,Boroondara City Council,Southern Metropolitan,6482
2,u,505000,7.5,1,1,0,78,1965,Boroondara City Council,Southern Metropolitan,6482
2,u,500000,7.5,1,1,3084,,,Boroondara City Council,Southern Metropolitan,6482
2,u,622000,7.5,1,1,0,,1970,Boroondara City Council,Southern Metropolitan,6482
4,h,,7.5,2,3,571,,,Boroondara City Council,Southern Metropolitan,6482
2,u,650000,7.5,,,,,,Boroondara City Council,Southern Metropolitan,6482
4,h,,7.5,2,2,648,,,Boroondara City Council,Southern Metropolitan,6482
3,h,1650000,7.5,1,1,354,115,1900,Boroondara City Council,Southern Metropolitan,6482
1,u,371000,7.5,1,0,917,44,1970,Boroondara City Council,Southern Metropolitan,6482
5,h,,7.5,3,1,511,254,1930,Boroondara City Council,Southern Metropolitan,6482
5,h,1900000,7.5,3,3,0,,,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,2,2,298,,1999,Boroondara City Council,Southern Metropolitan,6482
3,h,,7.5,1,1,349,157,1910,Boroondara City Council,Southern Metropolitan,6482
3,h,1625000,7.5,2,1,255,115,1890,Boroondara City Council,Southern Metropolitan,6482
2,u,701000,7.5,1,3,166,,1970,Boroondara City Council,Southern Metropolitan,6482
2,u,,7.5,1,1,0,,1960,Boroondara City Council,Southern Metropolitan,6482
2,h,1100000,7.5,1,2,206,,,Boroondara City Council,Southern Metropolitan,6482
2,u,,7.5,2,1,0,68,2014,Boroondara City Council,Southern Metropolitan,6482
4,h,2200000,7.5,2,1,588,,,Boroondara City Council,Southern Metropolitan,6482
3,h,975000,7.5,1,1,211,120,1990,Boroondara City Council,Southern Metropolitan,6482
3,t,,7.5,1,1,135,122,2000,Boroondara City Council,Southern Metropolitan,6482
6,h,,10.6,4,4,1580,,,Banyule City Council,Eastern Metropolitan,2890
2,u,546500,10.6,1,1,132,69,1972,Banyule City Council,Eastern Metropolitan,2890
2,u,,10.6,1,1,1642,90,1985,Banyule City Council,Eastern Metropolitan,2890
3,u,620000,10.6,1,1,215,,1985,Banyule City Council,Eastern Metropolitan,2890
3,u,985000,10.6,,,,,,Banyule City Council,Eastern Metropolitan,2890
3,h,1220000,10.6,1,1,858,136,1960,Banyule City Council,Eastern Metropolitan,2890
3,t,550000,10.6,1,2,235,123,1990,Banyule City Council,Eastern Metropolitan,2890
2,u,585000,10.6,2,1,0,,2012,Banyule City Council,Eastern Metropolitan,2890
2,t,705000,10.6,1,1,182,110,1973,Banyule City Council,Eastern Metropolitan,2890
2,h,,10.6,2,1,443,125,1940,Banyule City Council,Eastern Metropolitan,2890
2,u,420000,10.6,1,1,158,,1970,Banyule City Council,Eastern Metropolitan,2890
5,h,,10.6,2,2,916,,,Banyule City Council,Eastern Metropolitan,2890
3,h,1705000,10.6,1,2,1547,,,Banyule City Council,Eastern Metropolitan,2890
3,h,,10.6,1,1,751,,,Banyule City Council,Eastern Metropolitan,2890
2,h,490000,10.6,1,1,187,89,1980,Banyule City Council,Eastern Metropolitan,2890
2,u,579000,10.6,1,2,4497,,,Banyule City Council,Eastern Metropolitan,2890
3,h,,10.6,,,,,,Banyule City Council,Eastern Metropolitan,2890
3,h,1110000,10.6,1,2,600,190,1950,Banyule City Council,Eastern Metropolitan,2890
2,u,540000,10.6,1,2,153,97,1972,Banyule City Council,Eastern Metropolitan,2890
4,h,1240000,10.6,,,,,,Banyule City Council,Eastern Metropolitan,2890
2,u,,10.6,1,1,985,,,Banyule City Council,Eastern Metropolitan,2890
3,h,750000,10.6,1,2,577,140,1955,Banyule City Council,Eastern Metropolitan,2890
4,h,1115000,10.6,4,2,642,,1950,Banyule City Council,Eastern Metropolitan,2890
3,h,1000000,10.6,2,1,422,,,Banyule City Council,Eastern Metropolitan,2890
4,h,,10.6,2,2,706,,1965,Banyule City Council,Eastern Metropolitan,2890
2,t,595000,10.6,1,1,88,,,Banyule City Council,Eastern Metropolitan,2890
2,u,,10.6,,,,,,Banyule City Council,Eastern Metropolitan,2890
2,u,,10.6,1,1,0,,,Banyule City Council,Eastern Metropolitan,2890
4,h,,10.6,2,2,605,,1930,Banyule City Council,Eastern Metropolitan,2890
3,u,690000,10.6,2,2,4497,,,Banyule City Council,Eastern Metropolitan,2890
5,h,1401000,10.6,2,2,580,222,1940,Banyule City Council,Eastern Metropolitan,2890
3,h,,10.6,,,,,,Banyule City Council,Eastern Metropolitan,2890
3,t,808000,10.6,2,2,255,,,Banyule City Council,Eastern Metropolitan,2890
4,h,1031000,10.6,1,1,570,,,Banyule City Council,Eastern Metropolitan,2890
2,t,600000,10.6,1,2,145,,1970,Banyule City Council,Eastern Metropolitan,2890
3,h,655000,10.6,2,2,175,3,,Banyule City Council,Eastern Metropolitan,2890
6,h,,10.6,3,2,722,257,1980,Banyule City Council,Eastern Metropolitan,2890
3,h,1195000,10.6,1,1,662,159,1950,Banyule City Council,Eastern Metropolitan,2890
3,h,850000,10.6,2,2,285,,2010,Banyule City Council,Eastern Metropolitan,2890
4,u,830000,10.6,2,2,1180,,,Banyule City Council,Eastern Metropolitan,2890
3,h,1076000,10.6,1,2,674,,,Banyule City Council,Eastern Metropolitan,2890
4,h,1362000,10.6,2,2,635,,,Banyule City Council,Eastern Metropolitan,2890
2,t,690000,10.6,1,1,110,88,2010,Banyule City Council,Eastern Metropolitan,2890
3,h,,10.6,2,2,590,,,Banyule City Council,Eastern Metropolitan,2890
3,h,1375000,10.6,1,1,639,115,1965,Banyule City Council,Eastern Metropolitan,2890
4,h,,10.6,3,2,640,,,Banyule City Council,Eastern Metropolitan,2890
3,h,1400000,10.6,1,1,827,109,1952,Banyule City Council,Eastern Metropolitan,2890
3,h,,10.6,2,2,663,,,Banyule City Council,Eastern Metropolitan,2890
5,h,,10.6,3,0,1222,316,1905,Banyule City Council,Eastern Metropolitan,2890
2,u,475000,10.6,1,2,247,68,1974,Banyule City Council,Eastern Metropolitan,2890
2,u,,10.6,1,1,4497,,1980,Banyule City Council,Eastern Metropolitan,2890
3,h,1030000,10.6,3,2,649,357,2017,Banyule City Council,Eastern Metropolitan,2890
3,h,1455000,10.6,1,4,836,,1905,Banyule City Council,Eastern Metropolitan,2890
3,h,1125000,10.6,1,2,0,125,1950,Banyule City Council,Eastern Metropolitan,2890
4,h,1775000,9,,,,,,Banyule City Council,Eastern Metropolitan,1554
5,h,3850000,9,4,2,2064,405,1951,Banyule City Council,Eastern Metropolitan,1554
3,h,1605000,9,1,1,624,117,1950,Banyule City Council,Eastern Metropolitan,1554
2,u,470000,9,1,1,1473,65,1960,Banyule City Council,Eastern Metropolitan,1554
5,h,3350000,9,,,,,,Banyule City Council,Eastern Metropolitan,1554
3,h,,9,1,2,582,130,1950,Banyule City Council,Eastern Metropolitan,1554
3,h,2150000,9,2,2,1232,,,Banyule City Council,Eastern Metropolitan,1554
4,h,1740000,9,3,3,948,249,1960,Banyule City Council,Eastern Metropolitan,1554
4,h,,9,3,2,779,327,1930,Banyule City Council,Eastern Metropolitan,1554
4,h,1660000,9,2,2,830,315,1950,Banyule City Council,Eastern Metropolitan,1554
3,u,1260000,9,2,2,356,,1998,Banyule City Council,Eastern Metropolitan,1554
4,h,2200000,9,2,2,1004,247,1935,Banyule City Council,Eastern Metropolitan,1554
2,u,485000,9,1,1,0,,,Banyule City Council,Eastern Metropolitan,1554
3,h,,9,1,2,1125,,,Banyule City Council,Eastern Metropolitan,1554
3,h,1651000,9,1,1,1073,,1947,Banyule City Council,Eastern Metropolitan,1554
4,h,1875000,9,3,2,583,318,1975,Banyule City Council,Eastern Metropolitan,1554
